Stock Similarity Group Detection
========================================
Method: Z-score normalized cosine similarity
High similarity threshold: >= 0.9
Low similarity threshold: <= -0.7

High similarity groups (1541 pairs)
----------------------------------------
stock_41_SP100 <-> stock_71_HSI: -0.887777
stock_90_SP100 <-> stock_79_HSI: -0.887762
stock_48_HSI <-> stock_6_HSI: -0.887713
stock_82_SP100 <-> stock_70_HSI: -0.887574
stock_48_HSI <-> stock_26_SP100: -0.887333
stock_18_SP100 <-> stock_66_HSI: -0.887305
stock_20_SP100 <-> stock_6_HSI: -0.887296
stock_62_SP100 <-> stock_66_HSI: -0.887239
stock_17_SP100 <-> stock_18_HSI: -0.887150
stock_20_SP100 <-> stock_75_HSI: -0.887137
stock_18_SP100 <-> stock_14_SP100: -0.887075
stock_39_SP100 <-> stock_38_HSI: -0.887040
stock_53_SP100 <-> stock_23_HSI: -0.886825
stock_15_HSI <-> stock_83_HSI: -0.886806
stock_15_HSI <-> stock_12_SP100: -0.886687
stock_57_SP100 <-> stock_83_SP100: -0.886650
stock_53_SP100 <-> stock_75_HSI: -0.886626
stock_42_SP100 <-> stock_19_HSI: -0.886574
stock_13_SP100 <-> stock_23_HSI: -0.886508
stock_87_SP100 <-> stock_6_HSI: -0.886467
stock_67_SP100 <-> stock_19_SP100: -0.886327
stock_58_SP100 <-> stock_64_HSI: -0.886303
stock_60_HSI <-> stock_22_SP100: -0.886303
stock_54_SP100 <-> stock_40_HSI: -0.886196
stock_2_SP100 <-> stock_21_HSI: -0.886076
stock_3_SP100 <-> stock_25_HSI: -0.885978
stock_81_SP100 <-> stock_67_HSI: -0.885883
stock_18_SP100 <-> stock_30_HSI: -0.885655
stock_63_SP100 <-> stock_76_SP100: -0.885216
stock_54_SP100 <-> stock_77_HSI: -0.885209
stock_81_SP100 <-> stock_56_HSI: -0.885167
stock_64_SP100 <-> stock_53_HSI: -0.885125
stock_10_SP100 <-> stock_35_HSI: -0.885033
stock_10_SP100 <-> stock_14_SP100: -0.884898
stock_39_SP100 <-> stock_62_HSI: -0.884790
stock_11_SP100 <-> stock_100_SP100: -0.884701
stock_57_SP100 <-> stock_6_HSI: -0.884605
stock_39_SP100 <-> stock_24_HSI: -0.884604
stock_53_SP100 <-> stock_58_HSI: -0.884415
stock_36_SP100 <-> stock_57_HSI: -0.884386
stock_3_SP100 <-> stock_62_HSI: -0.884384
stock_99_SP100 <-> stock_62_HSI: -0.884234
stock_54_HSI <-> stock_22_HSI: -0.883936
stock_3_SP100 <-> stock_8_HSI: -0.883899
stock_17_HSI <-> stock_79_HSI: -0.883830
stock_82_SP100 <-> stock_71_SP100: -0.883815
stock_99_SP100 <-> stock_75_HSI: -0.883735
stock_53_SP100 <-> stock_55_HSI: -0.883668
stock_99_SP100 <-> stock_26_HSI: -0.883659
stock_35_SP100 <-> stock_65_HSI: -0.883602
stock_69_SP100 <-> stock_61_HSI: -0.883491
stock_18_SP100 <-> stock_35_HSI: -0.883441
stock_25_SP100 <-> stock_95_SP100: -0.883373
stock_39_SP100 <-> stock_19_SP100: -0.883327
stock_74_SP100 <-> stock_66_HSI: -0.883287
stock_28_SP100 <-> stock_27_HSI: -0.883138
stock_39_SP100 <-> stock_68_HSI: -0.883063
stock_7_SP100 <-> stock_68_HSI: -0.882979
stock_16_HSI <-> stock_95_SP100: -0.882974
stock_59_SP100 <-> stock_64_HSI: -0.882944
stock_54_SP100 <-> stock_55_HSI: -0.882904
stock_2_SP100 <-> stock_32_HSI: -0.882874
stock_98_SP100 <-> stock_62_HSI: -0.882844
stock_47_SP100 <-> stock_24_HSI: -0.882835
stock_41_SP100 <-> stock_63_HSI: -0.882788
stock_18_SP100 <-> stock_4_HSI: -0.882702
stock_47_SP100 <-> stock_4_HSI: -0.882635
stock_39_SP100 <-> stock_77_HSI: -0.882465
stock_37_HSI <-> stock_22_HSI: -0.882452
stock_90_SP100 <-> stock_21_HSI: -0.882427
stock_11_SP100 <-> stock_24_HSI: -0.882326
stock_64_SP100 <-> stock_66_HSI: -0.882325
stock_38_SP100 <-> stock_23_HSI: -0.882294
stock_92_SP100 <-> stock_40_HSI: -0.882263
stock_10_SP100 <-> stock_100_SP100: -0.882174
stock_39_SP100 <-> stock_41_HSI: -0.882155
stock_48_HSI <-> stock_68_HSI: -0.881955
stock_60_HSI <-> stock_30_SP100: -0.881920
stock_79_SP100 <-> stock_18_HSI: -0.881827
stock_17_HSI <-> stock_91_SP100: -0.881791
stock_1_SP100 <-> stock_68_HSI: -0.881785
stock_17_HSI <-> stock_47_HSI: -0.881733
stock_54_SP100 <-> stock_91_SP100: -0.881692
stock_10_SP100 <-> stock_23_HSI: -0.881658
stock_38_SP100 <-> stock_70_HSI: -0.881602
stock_27_SP100 <-> stock_30_HSI: -0.881432
stock_81_SP100 <-> stock_27_HSI: -0.881381
stock_62_SP100 <-> stock_4_HSI: -0.881336
stock_1_SP100 <-> stock_18_HSI: -0.881155
stock_81_SP100 <-> stock_32_HSI: -0.881150
stock_63_SP100 <-> stock_6_HSI: -0.881111
stock_18_SP100 <-> stock_50_HSI: -0.880977
stock_50_SP100 <-> stock_26_HSI: -0.880953
stock_54_HSI <-> stock_27_HSI: -0.880952
stock_89_SP100 <-> stock_77_HSI: -0.880912
stock_5_HSI <-> stock_69_HSI: -0.880812
stock_69_SP100 <-> stock_35_HSI: -0.880803
stock_23_SP100 <-> stock_23_HSI: -0.880664
stock_81_HSI <-> stock_6_SP100: -0.880587
stock_50_SP100 <-> stock_75_HSI: -0.880567
stock_74_HSI <-> stock_66_SP100: -0.880556
stock_33_SP100 <-> stock_79_HSI: -0.880429
stock_45_SP100 <-> stock_61_HSI: -0.880428
stock_8_SP100 <-> stock_60_SP100: -0.880370
stock_62_SP100 <-> stock_22_HSI: -0.880254
stock_54_SP100 <-> stock_47_HSI: -0.880182
stock_86_SP100 <-> stock_23_HSI: -0.880173
stock_80_SP100 <-> stock_66_HSI: -0.880097
stock_60_HSI <-> stock_61_HSI: -0.879994
stock_20_SP100 <-> stock_26_HSI: -0.879952
stock_2_SP100 <-> stock_70_HSI: -0.879852
stock_67_SP100 <-> stock_55_HSI: -0.879801
stock_47_SP100 <-> stock_66_HSI: -0.879658
stock_45_SP100 <-> stock_45_HSI: -0.879576
stock_37_HSI <-> stock_71_HSI: -0.879542
stock_1_SP100 <-> stock_64_HSI: -0.879437
stock_79_SP100 <-> stock_47_HSI: -0.879400
stock_20_SP100 <-> stock_62_HSI: -0.879398
stock_96_SP100 <-> stock_21_HSI: -0.879275
stock_87_SP100 <-> stock_83_HSI: -0.879236
stock_60_HSI <-> stock_29_HSI: -0.879091
stock_64_SP100 <-> stock_47_HSI: -0.879010
stock_50_SP100 <-> stock_83_SP100: -0.878941
stock_17_SP100 <-> stock_46_HSI: -0.878841
stock_81_SP100 <-> stock_6_SP100: -0.878726
stock_74_SP100 <-> stock_18_HSI: -0.878647
stock_57_SP100 <-> stock_71_SP100: -0.878636
stock_56_SP100 <-> stock_38_HSI: -0.878600
stock_90_SP100 <-> stock_35_HSI: -0.878560
stock_79_SP100 <-> stock_46_HSI: -0.878551
stock_67_SP100 <-> stock_33_HSI: -0.878538
stock_69_SP100 <-> stock_14_SP100: -0.878476
stock_63_SP100 <-> stock_68_HSI: -0.878204
stock_27_SP100 <-> stock_70_HSI: -0.878136
stock_54_HSI <-> stock_62_HSI: -0.878095
stock_1_SP100 <-> stock_47_HSI: -0.878092
stock_90_SP100 <-> stock_69_HSI: -0.877997
stock_23_SP100 <-> stock_30_HSI: -0.877816
stock_33_SP100 <-> stock_65_HSI: -0.877555
stock_90_SP100 <-> stock_55_HSI: -0.877461
stock_82_SP100 <-> stock_66_HSI: -0.877395
stock_59_HSI <-> stock_19_SP100: -0.877393
stock_81_HSI <-> stock_30_SP100: -0.877347
stock_84_SP100 <-> stock_69_HSI: -0.877270
stock_17_SP100 <-> stock_66_HSI: -0.877236
stock_25_SP100 <-> stock_33_HSI: -0.877197
stock_17_SP100 <-> stock_29_HSI: -0.877174
stock_50_SP100 <-> stock_33_HSI: -0.877168
stock_82_SP100 <-> stock_26_HSI: -0.877023
stock_27_SP100 <-> stock_55_HSI: -0.876871
stock_20_SP100 <-> stock_53_HSI: -0.876789
stock_8_SP100 <-> stock_31_SP100: -0.876731
stock_89_SP100 <-> stock_68_HSI: -0.876712
stock_23_SP100 <-> stock_47_HSI: -0.876694
stock_42_SP100 <-> stock_8_HSI: -0.876622
stock_38_SP100 <-> stock_71_HSI: -0.876588
stock_90_SP100 <-> stock_22_HSI: -0.876577
stock_64_SP100 <-> stock_65_HSI: -0.876536
stock_47_SP100 <-> stock_33_HSI: -0.876459
stock_39_SP100 <-> stock_22_HSI: -0.876449
stock_33_SP100 <-> stock_80_HSI: -0.876249
stock_21_SP100 <-> stock_66_HSI: -0.876197
stock_85_SP100 <-> stock_62_HSI: -0.876151
stock_47_SP100 <-> stock_19_SP100: -0.876031
stock_25_SP100 <-> stock_46_HSI: -0.875956
stock_10_HSI <-> stock_93_SP100: -0.875846
stock_67_SP100 <-> stock_4_HSI: -0.875765
stock_97_SP100 <-> stock_23_HSI: -0.875722
stock_89_SP100 <-> stock_55_HSI: -0.875605
stock_13_SP100 <-> stock_26_SP100: -0.875500
stock_17_HSI <-> stock_68_HSI: -0.875416
stock_64_SP100 <-> stock_62_HSI: -0.875402
stock_37_HSI <-> stock_22_SP100: -0.875258
stock_23_SP100 <-> stock_70_HSI: -0.875169
stock_35_SP100 <-> stock_70_HSI: -0.875045
stock_16_SP100 <-> stock_55_HSI: -0.875033
stock_81_HSI <-> stock_22_SP100: -0.874997
stock_39_SP100 <-> stock_83_HSI: -0.874981
stock_25_SP100 <-> stock_62_HSI: -0.874855
stock_15_HSI <-> stock_22_HSI: -0.874754
stock_20_SP100 <-> stock_70_HSI: -0.874714
stock_1_SP100 <-> stock_38_HSI: -0.874685
stock_69_SP100 <-> stock_29_HSI: -0.874571
stock_38_SP100 <-> stock_47_HSI: -0.874527
stock_80_SP100 <-> stock_26_HSI: -0.874459
stock_87_SP100 <-> stock_80_HSI: -0.874413
stock_62_SP100 <-> stock_70_HSI: -0.874410
stock_87_SP100 <-> stock_79_HSI: -0.874324
stock_45_SP100 <-> stock_14_SP100: -0.874295
stock_78_HSI <-> stock_29_SP100: -0.874279
stock_27_SP100 <-> stock_53_HSI: -0.874266
stock_5_SP100 <-> stock_28_HSI: -0.874266
stock_89_SP100 <-> stock_62_HSI: -0.874169
stock_90_SP100 <-> stock_50_HSI: -0.873908
stock_51_SP100 <-> stock_25_HSI: -0.873894
stock_4_SP100 <-> stock_23_HSI: -0.873786
stock_16_SP100 <-> stock_66_HSI: -0.873599
stock_68_SP100 <-> stock_55_HSI: -0.873588
stock_27_SP100 <-> stock_48_SP100: -0.873527
stock_87_SP100 <-> stock_22_HSI: -0.873456
stock_56_SP100 <-> stock_68_HSI: -0.873444
stock_64_SP100 <-> stock_30_SP100: -0.873386
stock_64_SP100 <-> stock_45_HSI: -0.873375
stock_33_SP100 <-> stock_28_HSI: -0.873353
stock_1_SP100 <-> stock_6_HSI: -0.873267
stock_84_SP100 <-> stock_21_HSI: -0.873247
stock_13_SP100 <-> stock_71_SP100: -0.873176
stock_16_SP100 <-> stock_24_HSI: -0.873055
stock_63_SP100 <-> stock_65_HSI: -0.872990
stock_59_SP100 <-> stock_50_HSI: -0.872834
stock_16_SP100 <-> stock_27_HSI: -0.872816
stock_10_SP100 <-> stock_50_HSI: -0.872692
stock_15_HSI <-> stock_77_HSI: -0.872610
stock_39_SP100 <-> stock_21_HSI: -0.872574
stock_16_HSI <-> stock_29_HSI: -0.872464
stock_42_HSI <-> stock_3_HSI: -0.872414
stock_13_SP100 <-> stock_48_SP100: -0.872373
stock_34_HSI <-> stock_26_SP100: -0.872373
stock_90_SP100 <-> stock_40_HSI: -0.872372
stock_10_HSI <-> stock_31_SP100: -0.872287
stock_86_SP100 <-> stock_53_HSI: -0.872228
stock_96_SP100 <-> stock_71_HSI: -0.872104
stock_17_SP100 <-> stock_30_HSI: -0.872086
stock_15_SP100 <-> stock_95_SP100: -0.872079
stock_81_SP100 <-> stock_6_HSI: -0.872000
stock_47_SP100 <-> stock_55_HSI: -0.871955
stock_74_HSI <-> stock_95_SP100: -0.871841
stock_25_SP100 <-> stock_26_SP100: -0.871820
stock_56_SP100 <-> stock_70_HSI: -0.871687
stock_3_SP100 <-> stock_4_HSI: -0.871648
stock_28_SP100 <-> stock_6_SP100: -0.871628
stock_85_SP100 <-> stock_83_HSI: -0.871438
stock_17_SP100 <-> stock_61_HSI: -0.871307
stock_77_SP100 <-> stock_57_HSI: -0.871270
stock_17_HSI <-> stock_40_HSI: -0.871264
stock_7_SP100 <-> stock_71_HSI: -0.871249
stock_21_SP100 <-> stock_30_HSI: -0.871225
stock_51_HSI <-> stock_29_SP100: -0.871100
stock_53_SP100 <-> stock_25_HSI: -0.871091
stock_74_HSI <-> stock_31_SP100: -0.871074
stock_59_HSI <-> stock_26_SP100: -0.871009
stock_50_SP100 <-> stock_46_HSI: -0.870936
stock_61_SP100 <-> stock_62_HSI: -0.870935
stock_90_SP100 <-> stock_30_HSI: -0.870903
stock_85_SP100 <-> stock_21_HSI: -0.870740
stock_82_SP100 <-> stock_62_HSI: -0.870594
stock_64_SP100 <-> stock_33_HSI: -0.870533
stock_33_SP100 <-> stock_32_HSI: -0.870499
stock_15_SP100 <-> stock_75_HSI: -0.870459
stock_21_SP100 <-> stock_61_HSI: -0.870398
stock_85_SP100 <-> stock_69_HSI: -0.870261
stock_96_SP100 <-> stock_69_HSI: -0.870159
stock_52_SP100 <-> stock_22_SP100: -0.870158
stock_99_SP100 <-> stock_33_HSI: -0.870143
stock_35_SP100 <-> stock_91_SP100: -0.870066
stock_21_SP100 <-> stock_29_HSI: -0.870052
stock_50_SP100 <-> stock_26_SP100: -0.870046
stock_96_SP100 <-> stock_18_HSI: -0.870026
stock_61_SP100 <-> stock_8_HSI: -0.870018
stock_99_SP100 <-> stock_83_SP100: -0.869920
stock_72_SP100 <-> stock_21_HSI: -0.869890
stock_43_SP100 <-> stock_8_HSI: -0.869833
stock_79_SP100 <-> stock_83_SP100: -0.869824
stock_54_SP100 <-> stock_71_HSI: -0.869804
stock_37_HSI <-> stock_83_HSI: -0.869486
stock_39_SP100 <-> stock_69_HSI: -0.869456
stock_55_SP100 <-> stock_26_SP100: -0.869438
stock_85_SP100 <-> stock_65_HSI: -0.869347
stock_21_SP100 <-> stock_24_HSI: -0.869324
stock_33_SP100 <-> stock_67_HSI: -0.869286
stock_57_SP100 <-> stock_27_HSI: -0.869266
stock_44_SP100 <-> stock_70_HSI: -0.869252
stock_4_SP100 <-> stock_75_HSI: -0.869220
stock_57_SP100 <-> stock_35_HSI: -0.869192
stock_90_SP100 <-> stock_6_SP100: -0.869078
stock_85_SP100 <-> stock_63_HSI: -0.869061
stock_61_SP100 <-> stock_77_HSI: -0.869060
stock_81_HSI <-> stock_29_HSI: -0.868920
stock_72_HSI <-> stock_93_SP100: -0.868882
stock_5_HSI <-> stock_22_HSI: -0.868862
stock_28_SP100 <-> stock_56_HSI: -0.868851
stock_74_SP100 <-> stock_71_SP100: -0.868773
stock_23_SP100 <-> stock_77_HSI: -0.868762
stock_33_SP100 <-> stock_14_SP100: -0.868728
stock_4_SP100 <-> stock_46_HSI: -0.868568
stock_98_SP100 <-> stock_25_HSI: -0.868525
stock_99_SP100 <-> stock_95_SP100: -0.868521
stock_34_HSI <-> stock_31_SP100: -0.868498
stock_42_HSI <-> stock_31_SP100: -0.868402
stock_27_SP100 <-> stock_24_HSI: -0.868394
stock_85_SP100 <-> stock_66_HSI: -0.868378
stock_58_SP100 <-> stock_65_HSI: -0.868356
stock_28_SP100 <-> stock_67_HSI: -0.868201
stock_73_HSI <-> stock_29_SP100: -0.868012
stock_21_SP100 <-> stock_63_HSI: -0.867992
stock_99_SP100 <-> stock_45_HSI: -0.867833
stock_89_SP100 <-> stock_66_HSI: -0.867825
stock_84_SP100 <-> stock_71_HSI: -0.867763
stock_5_HSI <-> stock_30_HSI: -0.867738
stock_41_SP100 <-> stock_20_HSI: -0.867423
stock_49_SP100 <-> stock_8_HSI: -0.867322
stock_60_HSI <-> stock_71_SP100: -0.867120
stock_62_SP100 <-> stock_40_HSI: -0.867091
stock_81_HSI <-> stock_61_HSI: -0.867070
stock_92_SP100 <-> stock_79_HSI: -0.866935
stock_90_SP100 <-> stock_22_SP100: -0.866917
stock_64_SP100 <-> stock_26_SP100: -0.866910
stock_45_SP100 <-> stock_64_HSI: -0.866820
stock_70_SP100 <-> stock_18_HSI: -0.866658
stock_57_SP100 <-> stock_45_HSI: -0.866649
stock_23_SP100 <-> stock_26_HSI: -0.866621
stock_21_SP100 <-> stock_46_HSI: -0.866485
stock_15_SP100 <-> stock_70_HSI: -0.866477
stock_54_HSI <-> stock_26_SP100: -0.866411
stock_38_SP100 <-> stock_58_HSI: -0.866317
stock_42_SP100 <-> stock_82_HSI: -0.866314
stock_64_SP100 <-> stock_77_HSI: -0.866222
stock_10_SP100 <-> stock_71_SP100: -0.866175
stock_94_SP100 <-> stock_73_SP100: -0.866108
stock_72_SP100 <-> stock_69_HSI: -0.866069
stock_38_SP100 <-> stock_26_HSI: -0.866045
stock_98_SP100 <-> stock_8_HSI: -0.865948
stock_51_HSI <-> stock_75_SP100: -0.865947
stock_86_SP100 <-> stock_30_SP100: -0.865904
stock_56_SP100 <-> stock_65_HSI: -0.865819
stock_70_SP100 <-> stock_68_HSI: -0.865706
stock_17_SP100 <-> stock_63_HSI: -0.865620
stock_69_SP100 <-> stock_24_HSI: -0.865396
stock_99_SP100 <-> stock_70_HSI: -0.865393
stock_52_SP100 <-> stock_66_HSI: -0.865369
stock_18_SP100 <-> stock_24_HSI: -0.865301
stock_72_SP100 <-> stock_20_HSI: -0.865275
stock_68_SP100 <-> stock_46_HSI: -0.865174
stock_15_HSI <-> stock_28_HSI: -0.864971
stock_11_SP100 <-> stock_26_HSI: -0.864948
stock_27_SP100 <-> stock_40_HSI: -0.864828
stock_56_SP100 <-> stock_62_HSI: -0.864765
stock_25_SP100 <-> stock_45_HSI: -0.864700
stock_79_SP100 <-> stock_68_HSI: -0.864657
stock_44_SP100 <-> stock_33_HSI: -0.864554
stock_17_SP100 <-> stock_33_HSI: -0.864466
stock_20_SP100 <-> stock_95_SP100: -0.864447
stock_89_SP100 <-> stock_38_HSI: -0.864342
stock_25_SP100 <-> stock_75_HSI: -0.864308
stock_80_SP100 <-> stock_18_HSI: -0.864217
stock_96_SP100 <-> stock_6_SP100: -0.864126
stock_35_SP100 <-> stock_83_SP100: -0.863987
stock_17_HSI <-> stock_75_HSI: -0.863984
stock_73_HSI <-> stock_101_SP100: -0.863680
stock_37_HSI <-> stock_21_HSI: -0.863541
stock_34_HSI <-> stock_71_SP100: -0.863434
stock_15_HSI <-> stock_30_HSI: -0.863430
stock_43_SP100 <-> stock_19_HSI: -0.863406
stock_39_SP100 <-> stock_76_SP100: -0.863377
stock_60_HSI <-> stock_24_HSI: -0.863302
stock_7_SP100 <-> stock_83_SP100: -0.863273
stock_7_SP100 <-> stock_38_HSI: -0.863209
stock_39_SP100 <-> stock_26_HSI: -0.863172
stock_77_SP100 <-> stock_25_HSI: -0.863134
stock_87_SP100 <-> stock_63_HSI: -0.863062
stock_73_HSI <-> stock_93_SP100: -0.863051
stock_78_SP100 <-> stock_95_SP100: -0.862965
stock_33_SP100 <-> stock_22_SP100: -0.862953
stock_74_SP100 <-> stock_48_SP100: -0.862830
stock_58_SP100 <-> stock_45_HSI: -0.862824
stock_36_HSI <-> stock_40_SP100: -0.862796
stock_43_HSI <-> stock_48_SP100: -0.862762
stock_96_SP100 <-> stock_79_HSI: -0.862640
stock_23_SP100 <-> stock_38_HSI: -0.862633
stock_48_HSI <-> stock_71_SP100: -0.862549
stock_72_SP100 <-> stock_26_SP100: -0.862515
stock_54_HSI <-> stock_4_HSI: -0.862495
stock_15_HSI <-> stock_29_HSI: -0.862488
stock_74_HSI <-> stock_93_SP100: -0.862421
stock_72_SP100 <-> stock_22_HSI: -0.862371
stock_80_SP100 <-> stock_33_HSI: -0.862370
stock_64_SP100 <-> stock_18_HSI: -0.862238
stock_54_HSI <-> stock_61_HSI: -0.862229
stock_60_HSI <-> stock_80_HSI: -0.862080
stock_37_HSI <-> stock_91_SP100: -0.862076
stock_12_HSI <-> stock_12_SP100: -0.861821
stock_84_SP100 <-> stock_18_HSI: -0.861789
stock_25_SP100 <-> stock_26_HSI: -0.861582
stock_16_SP100 <-> stock_4_HSI: -0.861476
stock_16_HSI <-> stock_61_HSI: -0.861474
stock_59_HSI <-> stock_30_SP100: -0.861438
stock_1_SP100 <-> stock_67_HSI: -0.861251
stock_44_HSI <-> stock_6_HSI: -0.861162
stock_87_SP100 <-> stock_56_HSI: -0.861067
stock_55_SP100 <-> stock_24_SP100: -0.861022
stock_54_SP100 <-> stock_62_HSI: -0.860953
stock_45_SP100 <-> stock_48_SP100: -0.860925
stock_63_SP100 <-> stock_3_HSI: -0.860866
stock_72_HSI <-> stock_3_HSI: -0.860812
stock_57_SP100 <-> stock_50_HSI: -0.860796
stock_20_SP100 <-> stock_45_HSI: -0.860788
stock_70_SP100 <-> stock_100_SP100: -0.860587
stock_12_HSI <-> stock_71_SP100: -0.860451
stock_21_SP100 <-> stock_33_HSI: -0.860413
stock_76_HSI <-> stock_37_SP100: -0.860345
stock_92_SP100 <-> stock_23_HSI: -0.860329
stock_54_HSI <-> stock_45_HSI: -0.860217
stock_68_SP100 <-> stock_26_HSI: -0.860143
stock_20_SP100 <-> stock_83_SP100: -0.860135
stock_97_SP100 <-> stock_28_HSI: -0.860087
stock_54_HSI <-> stock_47_HSI: -0.860082
stock_72_SP100 <-> stock_22_SP100: -0.860075
stock_99_SP100 <-> stock_26_SP100: -0.860036
stock_63_SP100 <-> stock_71_HSI: -0.859979
stock_49_SP100 <-> stock_57_HSI: -0.859978
stock_12_HSI <-> stock_70_HSI: -0.859959
stock_59_HSI <-> stock_33_HSI: -0.859928
stock_92_SP100 <-> stock_12_SP100: -0.859920
stock_44_HSI <-> stock_62_HSI: -0.859915
stock_84_SP100 <-> stock_6_SP100: -0.859789
stock_97_SP100 <-> stock_4_HSI: -0.859765
stock_72_SP100 <-> stock_24_HSI: -0.859720
stock_16_SP100 <-> stock_19_SP100: -0.859595
stock_34_HSI <-> stock_33_HSI: -0.859578
stock_50_SP100 <-> stock_95_SP100: -0.859470
stock_90_SP100 <-> stock_63_HSI: -0.859464
stock_45_SP100 <-> stock_28_HSI: -0.859443
stock_3_SP100 <-> stock_47_HSI: -0.859433
stock_85_SP100 <-> stock_48_SP100: -0.859175
stock_82_SP100 <-> stock_23_HSI: -0.859088
stock_62_SP100 <-> stock_63_HSI: -0.859045
stock_11_SP100 <-> stock_62_HSI: -0.859017
stock_17_SP100 <-> stock_27_HSI: -0.858719
stock_7_SP100 <-> stock_25_HSI: -0.858555
stock_42_HSI <-> stock_29_HSI: -0.858484
stock_33_SP100 <-> stock_45_HSI: -0.858307
stock_41_SP100 <-> stock_23_HSI: -0.858306
stock_55_SP100 <-> stock_46_HSI: -0.858095
stock_15_SP100 <-> stock_6_HSI: -0.857974
stock_74_SP100 <-> stock_75_HSI: -0.857971
stock_17_SP100 <-> stock_24_HSI: -0.857953
stock_15_SP100 <-> stock_26_HSI: -0.857950
stock_96_SP100 <-> stock_95_SP100: -0.857933
stock_54_SP100 <-> stock_70_HSI: -0.857830
stock_28_SP100 <-> stock_32_HSI: -0.857824
stock_45_SP100 <-> stock_55_HSI: -0.857814
stock_53_SP100 <-> stock_46_HSI: -0.857805
stock_4_SP100 <-> stock_91_SP100: -0.857793
stock_2_SP100 <-> stock_83_HSI: -0.857757
stock_72_SP100 <-> stock_27_HSI: -0.857642
stock_81_HSI <-> stock_71_SP100: -0.857603
stock_55_SP100 <-> stock_4_HSI: -0.857506
stock_74_SP100 <-> stock_24_SP100: -0.857468
stock_1_SP100 <-> stock_71_HSI: -0.857428
stock_53_SP100 <-> stock_40_HSI: -0.857428
stock_33_SP100 <-> stock_29_HSI: -0.857282
stock_15_SP100 <-> stock_53_HSI: -0.857254
stock_21_SP100 <-> stock_14_SP100: -0.857071
stock_5_HSI <-> stock_77_HSI: -0.857032
stock_39_SP100 <-> stock_61_HSI: -0.856955
stock_15_HSI <-> stock_80_HSI: -0.856881
stock_90_SP100 <-> stock_29_HSI: -0.856856
stock_50_SP100 <-> stock_70_HSI: -0.856824
stock_74_HSI <-> stock_3_HSI: -0.856797
stock_17_HSI <-> stock_6_SP100: -0.856715
stock_36_SP100 <-> stock_51_HSI: -0.856634
stock_3_SP100 <-> stock_83_SP100: -0.856634
stock_54_HSI <-> stock_29_HSI: -0.856528
stock_57_SP100 <-> stock_19_SP100: -0.856524
stock_81_HSI <-> stock_24_HSI: -0.856463
stock_20_SP100 <-> stock_33_HSI: -0.856298
stock_86_SP100 <-> stock_40_HSI: -0.856260
stock_37_HSI <-> stock_69_HSI: -0.855925
stock_10_SP100 <-> stock_30_HSI: -0.855919
stock_34_HSI <-> stock_66_SP100: -0.855837
stock_27_SP100 <-> stock_64_HSI: -0.855750
stock_23_SP100 <-> stock_68_HSI: -0.855717
stock_41_SP100 <-> stock_4_HSI: -0.855645
stock_35_SP100 <-> stock_45_HSI: -0.855476
stock_11_SP100 <-> stock_6_HSI: -0.855452
stock_28_SP100 <-> stock_41_HSI: -0.855447
stock_57_HSI <-> stock_29_SP100: -0.855422
stock_33_SP100 <-> stock_100_SP100: -0.855336
stock_85_SP100 <-> stock_22_HSI: -0.855300
stock_73_HSI <-> stock_31_SP100: -0.855112
stock_39_SP100 <-> stock_4_HSI: -0.855041
stock_27_SP100 <-> stock_27_HSI: -0.855023
stock_85_SP100 <-> stock_80_HSI: -0.854952
stock_67_SP100 <-> stock_30_HSI: -0.854945
stock_13_HSI <-> stock_39_HSI: -0.854922
stock_18_SP100 <-> stock_27_HSI: -0.854897
stock_38_SP100 <-> stock_77_HSI: -0.854682
stock_17_SP100 <-> stock_35_HSI: -0.854639
stock_59_SP100 <-> stock_51_HSI: -0.854577
stock_25_SP100 <-> stock_83_SP100: -0.854547
stock_34_HSI <-> stock_29_HSI: -0.854474
stock_2_SP100 <-> stock_79_HSI: -0.854451
stock_9_SP100 <-> stock_51_HSI: -0.854438
stock_97_SP100 <-> stock_35_HSI: -0.854400
stock_73_HSI <-> stock_9_SP100: -0.854302
stock_10_SP100 <-> stock_91_SP100: -0.854260
stock_57_SP100 <-> stock_24_HSI: -0.854219
stock_21_SP100 <-> stock_27_HSI: -0.854061
stock_8_SP100 <-> stock_9_SP100: -0.853816
stock_63_SP100 <-> stock_48_SP100: -0.853745
stock_41_SP100 <-> stock_76_SP100: -0.853718
stock_84_SP100 <-> stock_46_HSI: -0.853707
stock_45_SP100 <-> stock_40_HSI: -0.853671
stock_16_SP100 <-> stock_30_HSI: -0.853660
stock_67_SP100 <-> stock_26_SP100: -0.853475
stock_81_SP100 <-> stock_19_SP100: -0.853453
stock_54_SP100 <-> stock_68_HSI: -0.853444
stock_92_SP100 <-> stock_100_SP100: -0.853320
stock_3_SP100 <-> stock_46_HSI: -0.853254
stock_33_SP100 <-> stock_61_HSI: -0.853161
stock_48_HSI <-> stock_65_HSI: -0.853112
stock_25_SP100 <-> stock_70_HSI: -0.853036
stock_42_HSI <-> stock_61_HSI: -0.853031
stock_62_SP100 <-> stock_22_SP100: -0.852981
stock_70_SP100 <-> stock_3_HSI: -0.852897
stock_70_SP100 <-> stock_66_HSI: -0.852882
stock_47_SP100 <-> stock_30_HSI: -0.852838
stock_69_SP100 <-> stock_64_HSI: -0.852798
